86	8787		1	2	0	30	0	2017-08-23 13:15:19
87	9632		1	2	0	30	0	2017-08-23 13:15:20
88	8787		1	2	0	30	0	2017-08-23 13:15:21
89	9632		1	2	0	30	0	2017-08-23 13:15:22
90	8787		1	2	0	30	0	2017-08-23 13:15:23
91	9632		1	2	0	30	0	2017-08-23 13:15:25
92	8787		1	2	0	30	0	2017-08-23 13:15:26
93	9632		1	2	0	30	0	2017-08-23 13:15:27
94	8787		1	2	0	30	0	2017-08-23 13:15:28
95	9632		1	2	0	30	0	2017-08-23 13:15:29
96	8787		1	2	0	30	0	2017-08-23 13:15:30
97	9632		1	2	0	30	0	2017-08-23 13:15:35
98	8787		1	2	0	30	0	2017-08-23 13:15:36
99	9632		1	2	0	30	0	2017-08-23 13:15:37
100	8787		1	2	0	30	0	2017-08-23 13:15:38
101	9632		1	2	0	30	0	2017-08-23 13:15:39
102	8787		1	2	0	30	0	2017-08-23 13:15:40
103	9632		1	2	0	30	0	2017-08-23 13:15:41
104	9632		1	2	0	30	0	2017-08-23 13:16:52
105	8787		1	2	0	30	0	2017-08-23 13:16:54
106	9632		1	2	0	30	0	2017-08-23 13:16:55
107	8787		1	2	0	30	0	2017-08-23 13:16:56
108	9632		1	2	0	30	0	2017-08-23 13:16:57
109	9632		1	2	0	30	0	2017-08-23 13:18:12
110	8787		1	2	0	30	0	2017-08-23 13:18:13
111	9632		1	2	0	30	0	2017-08-23 13:18:14
112	8787		1	2	0	30	0	2017-08-23 13:18:15
113	9632		1	2	0	30	0	2017-08-23 13:18:16
114	8787		1	2	0	30	0	2017-08-23 13:18:19
115	9632		1	2	0	30	0	2017-08-23 13:18:20
116	8787		1	2	0	30	0	2017-08-23 13:18:23
117	9632		1	2	0	30	0	2017-08-23 13:18:24
118	8787		1	2	0	30	0	2017-08-23 13:18:25
119	9632		1	2	0	30	0	2017-08-23 13:18:26
120	8787		1	2	0	30	0	2017-08-23 13:18:29
121	9632		1	2	0	30	0	2017-08-23 13:18:30
122	8787		1	2	0	30	0	2017-08-23 13:18:33
123	9632		1	2	0	30	0	2017-08-23 13:18:34
124	8787		1	2	0	30	0	2017-08-23 13:18:35
125	9632		1	2	0	30	0	2017-08-23 13:18:36
126	9632		1	2	0	30	0	2017-08-23 13:19:16
127	9632		1	2	0	30	0	2017-08-23 13:19:19
128	-1		0	2	0	40	0	2017-08-23 13:19:21
129	9632		1	2	0	30	0	2017-08-23 13:19:22
130	9632		1	2	0	30	0	2017-08-23 13:19:25
131	9632		1	2	0	30	0	2017-08-23 13:19:26
132	8787		1	2	0	30	0	2017-08-23 13:20:57
133	8787		1	2	0	30	0	2017-08-23 13:24:11
134	8787		1	2	0	30	0	2017-08-23 13:29:18
135	8787		1	2	0	30	0	2017-08-23 13:29:22
136	8787		1	2	0	30	0	2017-08-23 13:29:24
137	8787		1	2	0	30	0	2017-08-23 13:29:25
138	8787		1	2	0	30	0	2017-08-23 13:29:54
139	8787		1	2	0	30	0	2017-08-23 13:29:56
140	8787		1	2	0	30	0	2017-08-23 13:29:57
141	8787		1	2	0	30	0	2017-08-23 13:30:01
142	8787		1	2	0	30	0	2017-08-23 13:31:50
143	8787		1	2	0	30	0	2017-08-23 13:31:55
144	8787		1	2	0	30	0	2017-08-23 13:31:58
145	8787		1	2	0	30	0	2017-08-23 13:32:04
146	8787		1	2	0	30	0	2017-08-23 13:39:03
147	8787		1	2	0	30	0	2017-08-23 13:42:21
148	9632		1	2	0	30	0	2017-08-23 13:52:36
149	9632		1	2	0	30	0	2017-08-23 13:54:02
150	9632		1	2	0	30	0	2017-08-23 13:55:26
151	9632		1	2	0	30	0	2017-08-23 13:55:28
152	9632		1	2	0	30	0	2017-08-23 13:55:30
153	9632		1	2	0	30	0	2017-08-23 13:55:31
154	9632		1	2	0	30	0	2017-08-23 13:55:32
155	9632		1	2	0	30	0	2017-08-23 13:55:33
156	9632		1	2	0	30	0	2017-08-23 13:55:34
157	9632		1	2	0	30	0	2017-08-23 13:55:35
158	9632		1	2	0	30	0	2017-08-23 13:55:37
159	9632		1	2	0	30	0	2017-08-23 13:55:38
160	9632		1	2	0	30	0	2017-08-23 13:55:39
161	9632		1	2	0	30	0	2017-08-23 13:55:40
162	9632		1	2	0	30	0	2017-08-23 13:55:41
163	9632		1	2	0	30	0	2017-08-23 13:55:42
164	9632		1	2	0	30	0	2017-08-23 13:55:44
165	8787		1	2	0	30	0	2017-08-23 13:58:27
166	9632		1	2	0	30	0	2017-08-23 14:07:17
167	9632		1	2	0	30	0	2017-08-23 14:09:57
168	9632		1	2	0	30	0	2017-08-23 14:11:21
169	9632		1	2	0	30	0	2017-08-23 14:11:23
170	9632		1	2	0	30	0	2017-08-23 14:11:25
171	9632		1	2	0	30	0	2017-08-23 14:14:33
172	8787		1	2	0	30	0	2017-08-23 14:14:40
173	8787		1	2	0	30	0	2017-08-23 14:18:53
