1	110		1	4	0	30	0	2017-08-23 09:19:14
2	-1		0	4	0	40	0	2017-08-23 09:49:48
3	12		0	1	0	40	0	2017-08-23 09:49:51
4	110		1	4	0	30	0	2017-08-23 09:53:37
5	110		1	4	0	30	0	2017-08-23 10:02:26
6	110		1	4	0	30	0	2017-08-23 11:48:35
7	110		1	4	0	30	0	2017-08-23 11:48:36
8	110		1	4	0	30	0	2017-08-23 11:48:38
9	110		1	4	0	30	0	2017-08-23 11:48:40
10	110		1	4	0	30	0	2017-08-23 11:48:55
11	110		1	4	0	30	0	2017-08-23 11:48:56
12	110		1	4	0	30	0	2017-08-23 11:48:58
13	110		1	4	0	30	0	2017-08-23 11:49:00
14	110		1	4	0	30	0	2017-08-23 11:52:15
15	110		1	4	0	30	0	2017-08-23 11:53:05
16	110		1	4	0	30	0	2017-08-23 11:53:07
17	110		1	4	0	30	0	2017-08-23 11:53:08
18	110		1	4	0	30	0	2017-08-23 11:53:10
19	110		1	4	0	30	0	2017-08-23 11:53:12
20	110		1	4	0	30	0	2017-08-23 11:53:14
21	110		1	4	0	30	0	2017-08-23 11:53:51
22	110		1	4	0	30	0	2017-08-23 11:54:39
23	110		1	4	0	30	0	2017-08-23 11:55:56
24	110		1	4	0	30	0	2017-08-23 11:55:58
25	110		1	4	0	30	0	2017-08-23 11:56:00
26	110		1	4	0	30	0	2017-08-23 11:56:01
27	110		1	4	0	30	0	2017-08-23 11:56:03
28	110		1	4	0	30	0	2017-08-23 12:01:29
29	110		1	4	0	30	0	2017-08-23 12:01:34
30	110		1	4	0	30	0	2017-08-23 12:01:55
31	-1		0	4	0	40	0	2017-08-23 12:04:29
32	110		1	4	0	30	0	2017-08-23 12:04:32
33	110		1	4	0	30	0	2017-08-23 12:04:51
34	110		1	4	0	30	0	2017-08-23 12:05:12
35	110		1	4	0	30	0	2017-08-23 12:05:26
36	110		1	4	0	30	0	2017-08-23 12:07:31
37	110		1	4	0	30	0	2017-08-23 12:08:16
38	110		1	4	0	30	0	2017-08-23 12:08:39
39	110		1	4	0	30	0	2017-08-23 12:10:23
40	110		1	1	0	30	0	2017-08-23 12:10:58
41	1		1	1	0	30	0	2017-08-23 12:12:30
42	1		1	1	0	30	0	2017-08-23 12:13:02
43	1		1	1	0	30	0	2017-08-23 12:13:58
44	2		1	1	0	30	0	2017-08-23 12:14:02
45	2		1	1	0	30	0	2017-08-23 12:14:35
46	2		1	1	0	30	0	2017-08-23 12:15:19
47	2		1	1	0	30	0	2017-08-23 12:17:16
48	110		1	4	0	30	0	2017-08-23 13:06:31
49	110		1	4	0	30	0	2017-08-23 13:06:33
50	110		1	4	0	30	0	2017-08-23 13:06:44
51	110		1	4	0	30	0	2017-08-23 13:06:46
52	110		1	4	0	30	0	2017-08-23 13:06:48
53	110		1	4	0	30	0	2017-08-23 13:06:50
54	110		1	4	0	30	0	2017-08-23 13:06:52
55	110		1	4	0	30	0	2017-08-23 13:06:53
56	110		1	4	0	30	0	2017-08-23 13:07:19
57	110		1	4	0	30	0	2017-08-23 13:07:21
58	110		1	4	0	30	0	2017-08-23 13:07:23
59	110		1	4	0	30	0	2017-08-23 13:07:25
60	110		1	4	0	30	0	2017-08-23 13:07:27
61	110		1	4	0	30	0	2017-08-23 13:07:28
62	110		1	4	0	30	0	2017-08-23 13:07:45
63	110		1	4	0	30	0	2017-08-23 13:07:47
64	110		1	4	0	30	0	2017-08-23 13:07:49
65	110		1	4	0	30	0	2017-08-23 13:07:51
66	110		1	4	0	30	0	2017-08-23 13:07:53
67	110		1	4	0	30	0	2017-08-23 13:07:54
68	110		1	4	0	30	0	2017-08-23 13:09:47
69	110		1	4	0	30	0	2017-08-23 13:09:48
70	110		1	4	0	30	0	2017-08-23 13:09:50
71	110		1	4	0	30	0	2017-08-23 13:09:52
72	110		1	4	0	30	0	2017-08-23 13:09:54
73	110		1	4	0	30	0	2017-08-23 13:09:55
74	110		1	4	0	30	0	2017-08-23 13:12:37
75	110		1	4	0	30	0	2017-08-23 13:12:39
76	-1		0	2	0	40	0	2017-08-23 13:13:30
77	-1		0	2	0	40	0	2017-08-23 13:13:33
78	-1		0	2	0	40	0	2017-08-23 13:13:35
79	0		1	2	0	30	0	2017-08-23 13:13:43
80	-1		0	2	0	40	0	2017-08-23 13:13:47
81	0		1	2	0	30	0	2017-08-23 13:13:48
82	0		1	2	0	30	0	2017-08-23 13:13:51
83	0		1	2	0	30	0	2017-08-23 13:14:15
84	-1		0	2	0	40	0	2017-08-23 13:14:28
85	8787		1	2	0	30	0	2017-08-23 13:14:59
